#k1  k2  Akw_up(w_target)    Akw_dn(w_target)
15  27  0.0480611  1.16
15  28  0.0496976  0.645522
15  29  0.051871  0.371169
15  30  0.0546351  0.224452
15  31  0.0580575  0.143105
15  32  0.0622199  0.0958955
15  33  0.0672179  0.067218
15  34  0.0731597  0.0490473
15  35  0.080162  0.0370924
15  36  0.0883436  0.0289638
15  37  0.0978127  0.0232773
15  38  0.108648  0.0192023
15  39  0.120873  0.0162232
15  40  0.134415  0.0140112
15  41  0.149067  0.0123505
15  42  0.164439  0.0110972
15  43  0.179926  0.0101532
15  44  0.194708  0.00945112
15  45  0.207797  0.00894472
15  46  0.218141  0.0086027
15  47  0.224795  0.00840495
15  48  0.227093  0.00834024

16  0  0.535788  0.00823359
16  1  0.527001  0.00829647
16  2  0.502026  0.00848854
16  3  0.464551  0.00882047
16  4  0.419425  0.00931127
16  5  0.371411  0.00999047
16  6  0.324325  0.0109015
16  7  0.280704  0.0121074
16  8  0.241893  0.0136989
16  9  0.208333  0.0158086
16  10  0.179883  0.0186325
16  11  0.156089  0.022466
16  12  0.136368  0.0277643
16  13  0.120121  0.0352467
16  14  0.106792  0.0460812
16  15  0.0958954  0.06222
16  16  0.0870226  0.0870226
16  17  0.0798369  0.126426
16  18  0.0740675  0.191117
16  19  0.0694992  0.300259
16  20  0.0659647  0.486341
16  21  0.0633368  0.794243
16  22  0.0615225  1.24712
16  23  0.0604583  1.73963
16  24  0.0601076  1.97122
16  25  0.0604583  1.73963
16  26  0.0615225  1.24712
16  27  0.0633368  0.794243
16  28  0.0659647  0.486341
16  29  0.0694992  0.300259
16  30  0.0740675  0.191117
16  31  0.0798369  0.126426
16  32  0.0870226  0.0870226
16  33  0.0958954  0.06222
16  34  0.106792  0.0460812
16  35  0.120121  0.0352467
16  36  0.136368  0.0277643
16  37  0.156089  0.022466
16  38  0.179883  0.0186325
16  39  0.208333  0.0158086
16  40  0.241893  0.0136989
16  41  0.280704  0.0121074
16  42  0.324325  0.0109015
16  43  0.371411  0.00999047
16  44  0.419425  0.00931127
16  45  0.464551  0.00882047
16  46  0.502026  0.00848854
16  47  0.527001  0.00829647
16  48  0.535788  0.00823359

17  0  2.14087  0.00813586
17  1  2.06858  0.00819709
17  2  1.87317  0.00838402
17  3  1.6061  0.00870682
17  4  1.32212  0.00918355
17  5  1.05998  0.00984216
17  6  0.838175  0.0107237
17  7  0.660272  0.0118871
17  8  0.521948  0.0134171
17  9  0.416122  0.0154363
17  10  0.335672  0.0181242
17  11  0.274524  0.021748
17  12  0.227883  0.0267136
17  13  0.192113  0.0336505
17  14  0.164515  0.0435579
17  15  0.143105  0.0580575
17  16  0.126426  0.079837
17  17  0.113414  0.113414
17  18  0.103286  0.166388
17  19  0.0954684  0.25115
17  20  0.0895423  0.385894
17  21  0.0852057  0.589809
17  22  0.0822462  0.860033
17  23  0.0805236  1.12567
17  24  0.079958  1.24273
17  25  0.0805236  1.12567
17  26  0.0822462  0.860033
17  27  0.0852057  0.589809
17  28  0.0895423  0.385894
17  29  0.0954684  0.25115
17  30  0.103286  0.166388
